0.0,21.86,22.19,22.19,21.86,21.86,21.86,21.97,13.523944900130223,99.99999980588787
0.51,22.19,22.19,21.86,21.86,21.86,21.86,21.97,14.790853165110686,99.99999980588787
1.01,22.86,22.19,22.19,22.19,22.19,21.86,22.246666666666666,15.909225190344083,99.9999996624312
1.52,23.52,21.86,22.19,22.19,22.19,21.86,22.301666666666666,16.86809141179247,99.99999962317935
2.02,24.19,21.86,22.52,22.19,22.19,22.19,22.52333333333333,17.7163777000236,99.99999941295428
2.53,25.2,21.86,23.19,22.52,22.19,22.86,22.97,18.50442104502006,99.99999856569455
3.03,25.87,21.86,23.19,22.86,21.86,22.86,23.083333333333332,19.191257888267046,99.99999820079051
3.54,26.87,22.52,23.52,23.19,22.19,23.52,23.635,19.857819205026992,99.99999457682905
4.04,27.21,22.19,23.86,23.19,21.86,23.52,23.638333333333335,20.42489632427294,99.9999945405538
4.54,28.22,22.19,24.53,23.52,22.19,24.19,24.14,20.982161875632,99.99998511013776
5.05,29.24,22.52,24.86,23.86,21.86,24.53,24.478333333333335,21.5065875942872,99.99997070704283
5.55,29.91,22.19,25.2,24.19,21.86,25.2,24.75833333333333,21.994349455144118,99.9999487176367
6.06,30.25,22.19,25.87,24.53,22.19,25.53,25.093333333333334,22.459197036872503,99.99989978214079
6.56,31.27,21.86,26.2,24.86,22.19,25.87,25.375,22.896567481341627,99.99982396567867
7.06,31.95,21.86,26.54,25.53,22.19,26.2,25.711666666666662,23.318832359140377,99.99965483912052
7.57,32.63,21.86,26.87,25.53,21.86,26.87,25.936666666666667,23.71150750526932,99.99945868104861
8.07,33.32,22.19,27.55,26.2,22.19,27.21,26.44333333333334,24.121281379478923,99.99850880588332
8.58,33.66,21.86,28.22,26.54,22.19,27.88,26.724999999999998,24.51183917255708,99.99738072052126
9.08,34.34,21.86,28.22,26.87,22.19,28.22,26.950000000000003,24.877563296673518,99.99589221322353
9.59,34.69,21.86,28.9,27.21,22.19,28.9,27.291666666666668,25.239678802172488,99.99186498613645
10.09,35.37,21.86,29.24,27.55,21.86,28.9,27.463333333333335,25.573226981846616,99.98853295287587
10.59,36.06,21.86,29.57,27.88,22.19,29.57,27.855,25.915492934569624,99.9749048529705
11.1,36.75,22.19,29.91,28.56,21.86,29.91,28.196666666666662,26.257668994384176,99.95031208246284
11.6,37.09,21.86,30.25,28.9,21.86,30.25,28.36833333333333,26.574268645226546,99.92997224882686
12.11,37.78,22.19,30.59,29.24,22.19,30.59,28.763333333333335,26.902628348442565,99.84583102328904
