0.0,26.2,25.53,25.2,26.2,25.87,25.87,25.811666666666667,15.888737268116884,99.99957841987197
0.5,26.2,25.87,25.53,26.2,25.53,25.87,25.866666666666664,17.38542667789935,99.99952939957882
1.01,26.54,25.2,25.53,26.2,25.87,26.2,25.923333333333332,18.666112676214443,99.97010693571912
1.51,27.55,25.53,25.87,26.2,25.53,26.2,26.146666666666665,19.788195774782277,99.95821624865566
2.02,28.22,25.2,26.2,26.2,25.53,26.2,26.258333333333336,20.758716408564936,99.99917613569446
2.52,28.9,25.2,26.2,26.54,25.53,26.54,26.485,21.617658947280194,99.9988102455983
3.02,29.91,25.2,26.54,26.87,25.53,27.21,26.87666666666667,22.40651010518816,99.9977975505951
3.53,30.59,25.53,26.87,27.21,25.53,27.21,27.15666666666667,23.119033589409938,99.99625200392316
4.03,31.27,25.2,27.21,27.55,25.87,27.88,27.496666666666666,23.775678550998446,99.99340028720398
4.54,32.29,25.2,27.88,27.55,25.53,28.22,27.778333333333332,24.37607676834868,99.98872246511907
5.04,32.98,25.53,28.22,28.22,25.87,28.56,28.23,24.954165253096377,99.97299589960834
5.55,33.66,25.53,28.56,28.56,25.53,28.9,28.456666666666667,25.47954046513192,99.9563666236847
6.06,34.34,25.2,29.24,28.9,25.53,29.57,28.796666666666667,25.97710939536213,99.91390963298265
6.56,34.69,25.53,29.57,29.24,25.53,29.91,29.078333333333333,26.442292986057808,99.84887916022099
7.06,35.37,25.53,30.25,29.24,25.53,30.25,29.361666666666668,26.880199038149136,99.7106815204177
7.57,36.4,25.53,30.59,29.57,25.53,30.59,29.701666666666668,27.30341918242676,99.46172932202018
8.07,37.09,25.53,30.93,29.91,25.87,31.27,30.100000000000005,27.722906305062747,98.84752495326936
8.58,37.44,25.53,30.93,30.25,25.2,31.61,30.159999999999997,28.08847035930333,98.552616776366
9.08,38.13,25.53,31.61,30.93,25.53,31.95,30.613333333333333,28.46719980540783,96.7678481425412
9.59,38.48,25.2,31.95,30.93,25.53,32.29,30.73,28.806619834596653,95.4962072919487
10.09,39.17,24.86,32.29,31.27,25.53,32.98,31.016666666666666,29.13812685940715,91.8713920386427
10.6,39.86,25.53,32.98,31.95,25.53,33.32,31.528333333333332,29.496657830496076,83.58268759541161
11.1,39.86,25.2,32.98,32.29,25.53,33.66,31.586666666666662,29.810159155921664,78.80704085871946
11.61,40.56,25.2,33.32,32.63,25.53,34.0,31.873333333333335,30.119635282533416,69.52966693475648
12.11,40.9,25.53,33.66,32.98,25.53,34.34,32.156666666666666,30.425189990153402,56.381670881327835
12.62,40.9,25.53,34.0,32.98,25.53,35.03,32.32833333333333,30.710661491630393,43.618329118672214
13.12,41.25,25.53,34.34,33.32,25.53,35.03,32.5,30.979062267885833,36.741250524238126
13.62,41.25,25.2,34.69,33.66,25.87,35.03,32.61666666666667,31.224702927702953,77.3166638549507
14.13,41.25,25.53,34.69,33.66,25.53,35.37,32.67166666666667,31.44174748854751,68.11464512775697
14.63,41.6,25.2,34.69,34.0,25.53,35.72,32.79,31.643985365265383,59.14240098292244
15.14,41.6,25.2,35.03,34.0,25.53,36.06,32.90333333333333,31.832887560475573,50.01671648154318
15.64,41.95,25.53,35.37,34.34,25.53,36.06,33.13,32.02745442640424,58.576054914812204
16.15,41.95,25.2,35.37,34.69,25.53,36.4,33.190000000000005,32.2018362624436,49.409324031918615
16.65,41.95,25.87,35.72,34.69,25.53,36.4,33.36000000000001,32.37556082307706,40.48410679608969
17.16,42.3,25.53,35.72,35.03,25.53,36.75,33.47666666666667,32.540726699615504,32.573614465345855
17.66,42.3,25.53,36.06,35.03,25.53,36.75,33.53333333333334,32.689617694673174,25.957978806090992
18.17,42.3,25.2,36.06,35.37,25.53,37.09,33.59166666666667,32.8249250404722,20.778882498292862
18.67,42.65,25.2,35.72,35.37,25.53,36.75,33.53666666666667,32.931686284401366,17.004479344388955
19.18,42.3,25.53,36.06,35.37,25.53,37.09,33.64666666666667,33.03893334174116,13.83856578107943
19.68,42.3,25.2,36.06,35.72,25.53,37.09,33.65,33.13059334047998,11.499558900141029
20.19,41.95,25.2,36.06,35.72,25.53,37.09,33.59166666666667,33.19975433940799,9.866968624455861
20.69,41.6,25.2,36.06,35.72,25.53,37.09,33.53333333333333,33.249791188496786,8.782145387987518
21.19,41.6,25.53,36.06,35.72,25.87,37.09,33.645,33.309072510222265,7.7053204702505695
21.7,41.25,25.2,35.72,35.72,25.87,37.09,33.475,33.33396163368892,7.134307317428622
22.2,41.25,25.53,36.06,35.72,25.53,37.09,33.53,33.36336738863558,6.630229282642136
22.71,41.25,24.86,35.72,35.72,25.53,37.09,33.36166666666667,33.363112280340246,6.479338220736934
23.21,40.9,25.53,35.72,35.72,25.53,37.09,33.415,33.3708954382892,6.233443094053974
23.72,40.9,25.2,35.72,35.72,25.87,36.75,33.36,33.36926112254582,6.175289469960559
24.22,40.21,25.2,35.37,35.72,25.53,36.75,33.13,33.333371954163944,6.4059376583889795
24.73,40.21,25.2,35.37,35.37,25.53,36.75,33.071666666666665,33.294116161039355,6.7689781466981955
25.24,40.21,25.53,35.37,35.72,25.87,36.4,33.18333333333334,33.27749873688345,7.138736684169573
25.74,40.21,25.53,35.37,35.37,25.53,36.4,33.068333333333335,33.24612392635093,7.727237440333523
26.24,39.86,25.53,35.37,35.72,25.53,36.4,33.068333333333335,33.21945533739829,8.447648147175473
26.75,39.86,25.2,35.37,35.37,25.87,36.4,33.01166666666667,33.188287036788545,9.31254272781027
27.25,39.86,25.53,35.03,35.37,25.87,36.4,33.01,33.16154398127026,10.104102369409688
27.76,39.51,25.53,35.03,35.37,25.87,36.4,32.95166666666667,33.13006238407972,11.1124685391762
28.26,39.17,25.53,35.03,35.37,25.53,36.06,32.781666666666666,33.07780302646776,12.548634842822507
28.77,38.48,25.53,34.69,35.37,25.87,36.06,32.666666666666664,33.0161325724976,14.378680448228145
29.27,39.17,25.87,34.69,35.37,25.53,36.06,32.781666666666666,32.98096268662295,15.880993746260213
29.78,39.17,25.2,34.69,35.37,25.87,35.72,32.67,32.934318283629516,17.82692093809988
30.28,38.82,25.2,34.69,35.03,25.87,35.72,32.555,32.87742054108509,20.415697952848618
30.78,39.17,25.87,34.69,35.37,25.87,35.72,32.781666666666666,32.86305745992232,22.247764441549354
31.29,38.82,25.53,34.69,35.37,25.87,35.72,32.666666666666664,32.83359884093397,24.394103269607083
31.79,38.82,25.2,34.69,35.03,26.2,36.06,32.666666666666664,32.80855901479387,26.68352804585794
32.3,39.17,25.2,34.69,35.03,25.87,35.72,32.61333333333334,32.77927516257479,29.373179626133965
32.8,39.17,25.53,34.69,35.37,25.87,35.72,32.725,32.77113388818857,31.077658376058576
33.31,38.82,25.2,34.69,35.03,25.87,35.72,32.555,32.738713804960284,33.848173506215915
33.81,39.17,25.87,34.69,35.03,25.87,36.06,32.781666666666666,32.745156734216245,35.33217456733306
34.32,39.51,25.53,34.69,35.03,25.87,36.06,32.781666666666666,32.750633224083806,36.92177238865555
34.82,39.17,25.2,34.69,35.03,25.87,35.72,32.61333333333334,32.73003824047123,39.24290864808043
35.33,39.86,25.2,34.69,35.37,25.87,36.06,32.84166666666667,32.74678250440055,40.53171169037177
35.83,39.51,25.53,35.03,35.37,25.87,35.72,32.83833333333333,32.760515128740465,41.45457531976812
36.33,39.86,25.87,35.03,35.37,26.2,36.06,33.065,32.80618785942939,41.17437602893421
36.84,39.86,25.53,35.03,35.37,25.87,36.06,32.95333333333333,32.82825968051498,42.043580136684014
