0,22.86,22.52,22.86,23.19,23.19,23.19,0
1,22.86,23.19,23.19,22.86,22.86,24.19,100
2,22.86,23.19,23.19,23.19,25.2,26.54,100
3,22.86,23.19,23.19,22.86,27.88,28.9,100
4,22.86,23.19,22.86,22.86,28.9,31.95,100
5,22.86,23.19,23.19,23.19,30.93,34.69,100
6,23.19,22.86,22.86,23.19,32.98,37.44,100
7,22.86,23.19,22.86,23.19,37.09,39.51,100
8,22.86,23.19,22.86,23.19,36.4,41.95,100
9,22.86,22.86,22.86,23.52,38.48,44.05,100
10,22.86,23.19,23.19,23.19,41.95,46.16,100
11,22.86,23.19,23.19,23.19,42.65,47.93,100
