0.0,22.52,22.86,22.52,22.86,22.86,22.86,9.855015159310152,61.266666666666666
0.5,22.86,22.86,22.86,22.86,24.19,22.86,10.847014022361893,59.59166666666667
1.01,22.86,22.86,22.52,22.86,23.86,22.86,11.75623797068475,60.150000000000006
1.51,23.19,22.86,22.52,22.86,24.19,22.86,12.605520122883396,59.60000000000001
2.02,24.19,22.86,22.52,22.86,23.19,23.19,13.395231113667142,59.32499999999999
2.52,24.53,22.86,22.86,23.19,24.53,23.19,14.155088780142108,57.36666666666666
3.03,24.53,22.86,22.52,22.52,24.53,23.19,14.845332121631449,58.20833333333333
3.53,25.2,22.86,22.86,23.19,23.52,23.86,15.500557212509094,57.09166666666667
4.03,25.87,22.86,22.86,22.86,23.52,23.86,16.11089042157091,56.80833333333334
4.54,26.2,22.86,22.86,23.19,24.19,24.19,16.696198639953092,55.42499999999998
5.04,26.87,22.86,22.86,23.19,23.52,24.53,17.241858741956612,55.14166666666668
5.54,26.87,22.86,22.86,22.86,25.87,24.86,17.77596933630987,53.18333333333334
6.05,27.55,22.86,22.52,22.86,24.53,25.2,18.26177163608663,53.73333333333335
6.55,27.88,22.86,22.86,22.86,25.53,25.2,18.73201376338013,52.34166666666667
7.06,28.56,22.86,22.52,22.86,24.19,25.53,19.158612731126624,52.900000000000006
7.56,28.56,22.86,22.52,22.86,25.2,25.53,19.565841776292128,52.05833333333332
8.06,28.9,22.86,22.86,23.19,25.53,25.87,19.96352864307022,50.65833333333332
8.57,29.24,22.86,22.52,23.19,25.53,26.2,20.335513994839953,50.38333333333334
9.07,29.57,22.86,22.52,22.86,27.21,26.54,20.704850445226956,48.69999999999999
9.58,29.91,22.86,22.52,22.86,25.2,26.54,21.025611661834937,50.09166666666667
10.08,30.25,22.86,22.86,22.86,25.87,27.21,21.34756578719732,48.408333333333346
10.58,30.59,22.86,22.86,22.86,25.2,27.21,21.64124835315752,48.68333333333332
11.09,30.93,22.86,22.52,22.86,26.2,27.55,21.92965472667071,47.56666666666666
11.59,30.93,22.86,22.86,22.86,27.55,27.88,22.221680622170407,45.883333333333326
12.1,30.93,22.86,22.52,23.19,26.54,27.55,22.47492957550763,47.00833333333334
12.6,31.27,22.86,22.86,22.86,26.87,27.88,22.72180985734456,46.16666666666667
13.11,31.61,22.86,22.52,22.86,28.22,28.22,22.971299118043714,44.75833333333334
13.61,31.61,22.86,22.86,22.86,27.21,28.22,23.193701684190437,45.31666666666666
14.11,31.95,22.86,22.52,23.19,26.87,28.56,23.403549057876155,45.041666666666686
14.62,32.29,23.19,22.86,23.19,28.22,28.9,23.631407878535445,42.79166666666667
15.12,32.29,22.86,22.86,23.19,27.88,28.9,23.833802287645288,43.35000000000001
15.62,32.63,22.86,22.86,23.19,28.22,28.9,24.02951711607189,42.783333333333346
16.13,32.63,22.86,22.86,23.19,29.24,29.24,24.227553332366497,41.64999999999999
16.64,32.98,22.86,22.86,22.86,27.55,29.57,24.393986832439012,42.766666666666694
17.14,32.98,23.19,22.52,22.86,27.55,29.57,24.547812820006087,42.77500000000002
17.65,32.98,22.86,22.86,23.19,28.22,29.57,24.702726858505628,41.93333333333335
18.15,33.32,22.86,22.86,22.86,28.9,29.91,24.858897344117707,41.07500000000002
18.65,33.66,22.86,22.86,23.19,29.91,29.91,25.024355043308883,39.67500000000001
19.16,33.32,22.86,22.86,23.19,28.56,30.25,25.16052841506072,40.8
19.66,33.66,22.86,22.86,23.19,28.9,30.25,25.294988783931167,40.233333333333334
