0,27.55,26.87,26.87,27.55,27.21,27.55,27.26666667,16.78438314,99.9922617
0.5,27.88,26.87,26.87,28.22,27.21,27.21,27.37666667,18.37322567,99.99035767
1.01,28.56,27.21,26.87,27.88,27.21,27.55,27.54666667,19.74924182,99.65980543
1.51,29.24,26.87,27.21,27.88,27.21,27.55,27.66,20.93585555,99.59701976
2.02,29.91,26.87,27.55,28.22,27.21,27.88,27.94,21.98647721,99.9787566
2.52,30.59,26.54,27.88,28.22,27.21,28.22,28.11,22.90500563,99.97103845
3.03,31.27,27.21,28.22,28.56,27.21,28.56,28.505,23.74500479,99.94299217
3.53,32.29,26.87,28.56,28.9,27.21,28.9,28.78833333,24.50150407,99.90774998
4.04,32.98,26.87,28.9,29.24,27.21,29.24,29.07333333,25.18727846,99.8373992
4.54,33.66,26.87,29.24,29.24,27.21,29.57,29.29833333,25.80393669,99.75212029
5.04,34.34,27.21,29.57,29.57,27.21,30.25,29.69166667,26.38709619,99.45679942
5.55,35.03,26.87,30.25,29.91,27.21,30.25,29.92,26.91703176,99.12145436
6.05,35.72,26.87,30.59,30.25,27.21,30.93,30.26166667,27.41872699,98.32231036
6.56,36.4,26.54,31.27,30.59,26.87,31.27,30.49,27.87941795,97.38098668
7.07,37.44,26.87,31.61,30.93,27.21,31.95,31.00166667,28.34775525,93.41136403
7.57,37.78,26.87,31.95,31.27,27.21,32.29,31.22833333,28.77984197,90.00247853
8.08,38.48,26.87,32.29,31.95,26.87,32.63,31.515,29.19011567,83.15519901
8.58,38.48,26.87,32.63,31.95,27.21,32.98,31.68666667,29.56459832,77.29422594
9.08,39.17,26.54,32.98,32.29,26.87,33.32,31.86166667,29.90915857,66.96641971
9.59,39.51,26.54,33.32,32.63,26.87,33.66,32.08833333,30.23603479,56.29967771
10.09,40.21,26.54,33.32,32.98,27.21,34,32.37666667,30.55712957,42.00665998
10.6,40.21,26.54,34,32.98,27.21,34.34,32.54666667,30.85556013,33.99912224
11.1,40.56,26.87,34,33.32,27.21,34.34,32.71666667,31.13472611,26.77960654
