0.0,25.53,25.87,25.53,25.53,-241.09,25.87,16402872.61,26.54,2050348.2987499998,1262120.9566850588,0
0.5,25.87,26.2,25.53,25.53,-241.09,26.2,33370923.6,26.87,4171354.83875,1698506.0389947998,0
1.01,25.87,25.87,25.87,25.53,-241.09,26.54,20229441.65,26.54,2528669.5974999997,1823030.5727705797,0
1.51,25.53,25.53,25.87,25.87,-241.09,26.2,16402872.61,26.54,2050348.3824999998,1857128.2442299926,0
2.02,25.87,25.87,25.53,25.53,-241.09,26.2,20229441.65,26.87,2528669.55375,1957859.4406579935,0
2.52,25.87,25.87,25.53,25.53,-241.09,26.2,20229441.65,26.54,2528669.5124999997,2043480.9514342942,0
3.03,25.87,25.87,25.53,25.53,-241.09,26.2,25576262.06,26.54,3197022.0637499997,2216512.11828165,0
3.53,25.87,25.53,25.87,25.53,-241.09,26.2,20229441.65,26.87,2528669.55375,2263335.7336019026,0
4.04,25.87,25.87,25.87,25.53,-241.09,26.2,25576262.06,26.54,3197022.1062499997,2403388.6894991165,0
4.54,25.87,25.53,25.53,25.87,-241.09,26.2,25576262.06,26.54,3197022.0637499997,2522433.695636749,0
5.05,25.53,25.87,25.87,25.53,-241.09,26.2,33370923.6,26.54,4171354.75625,2769771.854728737,0
5.55,25.53,25.87,25.87,25.53,-241.09,26.2,16402872.61,26.54,2050348.3824999998,2661858.333894426,0
6.06,25.53,25.87,25.87,25.53,-241.09,26.2,13570150.69,26.54,1696258.1424999998,2517018.305185262,0
6.56,25.53,25.87,25.87,25.53,-241.09,26.2,25576262.06,26.54,3197022.0637499997,2619018.8689699727,0
7.07,25.53,25.87,25.87,25.53,-241.09,26.2,20229441.65,26.54,2528669.5124999997,2605466.4654994765,0
7.58,25.53,25.87,25.53,25.53,-241.09,26.2,16402872.61,26.54,2050348.3399999999,2522198.746674555,0
8.08,25.53,26.2,25.87,25.53,-241.09,26.2,20229441.65,26.54,2528669.5537499995,2523169.3677358716,0
8.59,25.53,25.87,25.53,25.53,-241.09,26.2,25576262.06,26.54,3197022.0212499998,2624247.2657629903,0
9.09,25.53,25.53,25.53,25.53,-241.09,26.2,20229441.65,26.54,2528669.4274999998,2609910.5900235414,0
9.6,25.87,26.2,25.53,25.53,-241.09,25.87,20229441.65,26.54,2528669.5124999997,2597724.42839501,0
10.11,25.53,25.87,25.53,25.53,-241.09,26.2,16402872.61,26.54,2050348.3399999999,2515618.0151357586,0
10.61,25.87,25.87,25.53,25.53,-241.09,26.2,16402872.61,26.2,2050348.3399999999,2445827.563865395,0
11.12,25.53,25.53,25.53,25.53,-241.09,25.87,20229441.65,26.54,2528669.3862499995,2458253.8372230856,0
11.62,25.53,25.87,25.53,25.53,-241.09,26.2,33370923.6,26.2,4171354.67125,2715218.9623271227,0
12.13,25.53,25.87,25.53,25.53,-241.09,25.87,20229441.65,26.2,2528669.3862499995,2687236.5259155543,0
12.64,25.53,25.53,25.87,25.53,-241.09,25.87,25576262.06,26.2,3197021.9374999995,2763704.337653221,0
13.14,25.53,25.53,25.53,25.53,-241.09,25.87,25576262.06,26.54,3197021.9374999995,2828701.9776302376,0
13.65,25.87,25.53,25.53,25.53,-241.09,26.2,13570150.69,26.2,1696258.0574999999,2658835.389610702,0
14.15,25.53,25.87,25.53,25.53,-241.09,26.2,25576262.06,26.2,3197021.97875,2739563.3779815966,0
14.66,25.53,25.87,25.53,25.53,-241.09,25.87,20229441.65,26.2,2528669.3862499995,2707929.2792218565,0
15.16,25.53,25.53,25.53,25.53,-241.09,25.87,20229441.65,26.2,2528669.3437499995,2681040.2889010776,0
15.67,25.53,25.53,25.53,25.53,-241.09,25.87,20229441.65,26.2,2528669.3437499995,2658184.6471284158,0
16.18,25.53,25.53,25.53,25.53,-241.09,25.87,13570150.69,26.2,1696257.97375,2513895.6461216533,0
16.68,25.53,26.2,25.53,25.53,-241.09,25.87,16402872.61,26.2,2050348.2974999999,2444363.543828405,0
17.19,25.53,25.87,25.53,25.2,-241.09,25.87,20229441.65,26.2,2528669.3449999997,2457009.4140041443,0
17.69,25.53,25.53,25.2,25.53,-241.09,25.87,33370923.6,26.2,4171354.54625,2714161.183841022,0
18.2,25.53,25.53,25.2,25.2,-241.09,25.87,20229441.65,26.2,2528669.2612499995,2686337.395452369,0
18.71,25.53,25.2,25.53,25.53,-241.09,25.87,16402872.61,26.2,2050348.1724999999,2590939.0120095136,0
19.21,25.53,25.87,25.2,25.2,-241.09,25.87,25576262.06,26.2,3197021.8549999995,2681851.4384580865,0
19.72,25.53,25.53,25.2,25.53,-241.09,25.87,25576262.06,26.2,3197021.85375,2759127.000751873,0
20.22,25.53,25.53,25.2,25.53,-241.09,25.87,16402872.61,26.2,2050348.1724999999,2652810.176514092,0
20.73,25.53,25.53,25.2,25.53,-241.09,25.87,25576262.06,26.2,3197021.85375,2734441.928099478,0
21.24,25.53,25.53,25.2,25.2,-241.09,25.87,13570150.69,26.2,1696257.8912499999,2578714.3225720557,0
21.74,25.53,25.2,25.53,25.2,-241.09,25.87,20229441.65,26.2,2528669.2612499995,2571207.5633737473,0
22.25,25.53,25.87,25.53,25.53,-241.09,25.87,13570150.69,26.2,1696258.0162499999,2439965.131305185,0
22.75,25.2,25.87,25.2,25.2,-241.09,25.53,16402872.61,26.2,2050348.0899999999,2381522.5751094073,0
23.26,25.53,25.53,25.53,25.53,-241.09,25.87,33370923.6,25.87,4171354.54625,2649997.3707804964,0
23.77,25.53,25.87,25.2,25.53,-241.09,25.87,25576262.06,26.2,3197021.8962499998,2732051.049600922,0
24.27,25.53,25.87,25.2,25.53,-241.09,25.87,25576262.06,26.2,3197021.8962499998,2801796.6765982835,0
24.78,25.53,25.53,25.53,25.2,-241.09,25.53,16402872.61,25.87,2050348.0887499999,2689079.388421041,0
25.28,25.53,25.53,25.2,25.53,-241.09,25.87,16402872.61,26.2,2050348.1724999999,2593269.706032885,0
25.79,25.53,25.87,25.2,25.53,-241.09,25.87,25576262.06,25.87,3197021.855,2683832.528377952,0
26.3,25.53,25.87,25.2,25.53,-241.09,25.53,33370923.6,26.2,4171354.54625,2906960.8310587592,0
26.8,25.53,25.53,25.2,25.53,-241.09,25.87,16402872.61,25.87,2050348.1312499999,2778468.926087445,0
27.31,25.2,25.87,25.53,25.2,-241.09,25.87,16402872.61,25.87,2050348.1324999998,2669250.8070493285,0
27.81,25.2,25.87,25.2,25.2,-241.09,25.87,16402872.61,25.87,2050348.0912499998,2576415.399679429,0
28.32,25.53,25.53,25.2,25.2,-241.09,25.53,13570150.69,25.87,1696257.8074999999,2444391.7608525143,0
28.83,25.2,25.53,25.2,25.2,-241.09,25.53,20229441.65,25.87,2528669.13625,2457033.3671621373,0
29.33,25.53,25.53,25.2,25.2,-241.09,25.53,25576262.06,26.2,3197021.7699999996,2568031.627587816,0
29.84,25.53,25.53,25.2,25.2,-241.09,25.53,13570150.69,25.87,1696257.8074999999,2437265.5545746437,0
30.34,25.53,25.53,25.2,25.53,-241.09,25.87,20229441.65,25.87,2528669.26125,2450976.110575947,0
30.85,25.53,25.2,25.2,25.2,-241.09,25.87,20229441.65,26.2,2528669.2199999997,2462630.076989555,0
31.36,25.53,25.2,25.2,25.2,-241.09,25.53,25576262.06,25.87,3197021.6875,2572788.818566121,0
31.86,25.53,25.2,25.2,25.2,-241.09,25.53,33370923.6,25.87,4171354.3800000004,2812573.6527812025,0
32.37,25.2,25.2,25.2,25.2,-241.09,25.87,33370923.6,25.87,4171354.38125,3016390.7620515223,0
32.87,25.2,25.2,25.2,25.2,-241.09,25.87,20229441.65,25.87,2528669.1374999997,2943232.5183687937,0
33.38,25.2,25.2,25.2,25.2,-241.09,25.87,25576262.06,25.87,3197021.6887499997,2981300.8939259746,0
33.89,25.2,25.53,25.2,25.2,-241.09,25.87,16402872.61,25.53,2050348.0062499999,2841657.960774578,0
