0.0,21.53,22.19,21.53,21.53,21.53,21.53,21.64,13.320808722750023,99.99999989967289
0.51,21.86,21.86,21.53,21.53,21.53,21.53,21.64,14.568687414337518,99.99999989967289
1.02,22.52,21.86,21.53,21.86,21.86,21.53,21.86,15.662384302186888,99.99999984422136
1.52,23.19,21.53,21.86,21.53,21.53,21.86,21.916666666666668,16.600526656858854,99.99999982552711
2.03,23.86,21.86,22.19,21.86,21.53,22.19,22.248333333333335,17.447697658330025,99.99999966130409
2.53,24.86,21.86,22.52,22.19,21.53,22.52,22.58,18.21754300958052,99.99999934250575
3.04,25.53,21.53,22.86,22.19,21.86,22.86,22.804999999999996,18.905661558143443,99.99999896884376
3.55,26.54,21.86,23.19,22.86,21.86,23.19,23.25,19.557312324421925,99.9999974890009
4.05,27.21,21.86,23.86,23.19,21.53,23.52,23.528333333333336,20.152965475758638,99.99999561869176
4.56,27.88,21.53,24.19,23.52,21.53,23.86,23.751666666666665,20.69277065439484,99.99999315160711
5.06,28.9,21.53,24.53,23.86,21.86,24.53,24.201666666666668,21.219105056235616,99.99998315567325
5.57,29.57,21.86,24.86,23.86,21.86,24.86,24.478333333333335,21.70798929780027,99.99997070704283
6.08,30.25,21.53,25.53,24.53,21.86,25.2,24.816666666666666,22.174290903130224,99.9999423717153
6.58,30.93,21.53,25.87,24.86,21.86,25.87,25.153333333333332,22.621147267660692,99.9998870046937
7.08,31.61,21.53,26.54,24.86,21.86,26.2,25.433333333333334,23.042975177511586,99.9998021823924
7.59,32.29,21.53,26.87,25.53,21.86,26.54,25.769999999999996,23.452028900884848,99.99961212742714
8.09,32.63,21.86,27.55,25.53,21.86,26.87,26.05,23.84172456575212,99.99932096413019
8.6,33.66,21.86,27.55,26.2,21.53,27.55,26.39166666666667,24.2242158808893,99.99865519993666
9.1,34.0,21.53,27.88,26.54,21.86,27.88,26.615,24.582833498755903,99.99789796810826
9.61,34.69,21.53,28.56,26.87,21.86,28.22,26.955,24.938658473942517,99.99585093099297
10.11,35.37,21.53,28.9,27.55,21.86,28.9,27.351666666666663,25.300609702851137,99.99082789261334
10.62,36.06,21.53,29.57,27.88,21.86,29.24,27.689999999999998,25.659018247423468,99.98195723053267
11.12,36.06,21.53,29.57,27.88,21.53,29.24,27.635,25.955415510309948,99.98383636742999
11.63,36.75,21.86,29.91,28.22,21.53,30.25,28.086666666666662,26.275103183763456,99.96012059900664
