0,29.91,27.88,29.24,28.56,30.59,29.57,0
1,30.93,27.55,29.57,28.9,30.25,29.91,28.54166666666666
2,31.95,27.55,30.25,28.56,30.59,30.25,27.408333333333328
3,33.32,27.55,30.59,28.56,31.27,30.93,25.70833333333333
4,34.0,27.55,30.93,28.9,30.59,31.61,23.149999999999977
5,34.69,27.55,31.61,28.56,31.95,32.29,22.01666666666668
6,35.37,27.21,31.61,28.56,31.27,32.63,19.458333333333346
7,36.06,27.55,31.95,28.22,32.98,32.98,19.45833333333333
8,36.06,27.21,32.29,28.56,32.29,33.66,16.883333333333344
9,36.4,27.21,32.63,28.56,33.32,33.66,16.608333333333345
10,36.4,27.21,32.98,28.56,34.69,33.66,15.183333333333326
11,36.75,27.55,32.98,28.22,33.32,34.34,13.75
12,36.4,27.21,33.32,28.22,32.63,34.0,14.033333333333324
13,36.75,27.21,32.98,28.22,32.98,34.0,15.183333333333326
14,37.09,27.21,33.66,28.22,32.98,34.34,14.883333333333333
15,37.44,27.21,33.66,28.22,32.98,34.69,13.75
16,37.09,27.21,33.66,28.22,33.66,34.34,13.166666666666664
17,37.44,27.21,33.66,28.56,34.69,34.69,13.183333333333316
18,37.09,27.21,34.0,28.22,34.0,34.69,11.458333333333321
19,37.44,26.87,33.66,28.22,35.03,34.69,12.324999999999982
20,37.44,26.87,33.66,28.22,35.37,34.69,11.741666666666681
21,37.09,27.21,34.0,28.56,35.03,34.69,11.458333333333321
22,37.09,27.21,34.0,28.22,33.32,34.69,11.183333333333323
23,37.44,27.21,34.34,28.22,32.98,34.69,12.891666666666666
24,37.44,27.21,34.0,28.22,34.69,35.03,12.600000000000016
25,37.44,27.21,34.0,28.22,35.37,35.03,11.174999999999997
26,37.44,27.21,34.34,28.22,34.69,35.03,10.608333333333313
27,37.44,27.21,34.0,28.22,35.72,35.03,10.891666666666673
28,37.44,27.21,34.34,28.22,34.0,35.03,10.316666666666663
29,37.44,27.55,34.34,28.56,35.03,35.03,11.466666666666647
30,37.44,27.21,34.69,28.22,34.34,35.03,10.041666666666664
31,37.09,27.21,34.34,28.56,33.32,35.03,10.041666666666664
32,36.4,27.21,34.34,28.22,33.66,35.03,10.041666666666664
33,36.4,27.21,34.0,28.22,34.0,34.34,10.041666666666664
34,35.37,27.21,33.66,28.56,32.98,34.34,10.041666666666664
35,35.03,27.55,33.32,28.22,34.34,34.0,10.041666666666664
36,35.03,27.21,33.32,28.56,32.63,33.32,10.041666666666664
37,34.69,27.21,32.98,28.22,32.29,33.32,10.041666666666664
38,34.0,27.21,32.63,28.22,32.98,32.98,10.041666666666664
39,34.0,27.55,32.63,28.56,32.63,32.98,10.041666666666664
40,33.66,27.55,32.29,28.56,31.95,32.63,10.041666666666664
41,33.66,27.21,32.29,28.22,32.29,32.63,10.041666666666664
42,33.32,27.21,32.29,28.56,31.27,31.95,10.041666666666664
43,32.98,27.21,31.95,28.56,31.27,31.95,10.041666666666664
44,32.63,27.21,31.61,28.22,32.98,31.95,10.041666666666664
45,32.63,27.21,31.27,28.22,30.93,31.95,10.041666666666664
