0,17.56,15.92,17.23,17.56,16.58,13.96,16.46833333,10.137316,-124.02,95.53546866
0.5,17.56,16.25,17.23,17.56,16.58,13.96,16.52333333,11.0952186,-124.02,95.04207948
1.01,17.56,16.25,17.23,17.56,16.58,13.96,16.52333333,11.90943581,-124.02,77.11824456
1.51,17.56,16.25,17.23,17.56,16.58,13.96,16.52333333,12.60152044,-124.02,77.11824456
2.02,17.89,15.92,17.23,17.56,16.58,13.96,16.52333333,13.18979237,-124.02,95.17006911
2.53,17.89,15.92,17.23,17.56,16.58,14.29,16.57833333,13.69807352,-124.02,94.63856469
3.03,18.22,15.92,17.23,17.56,16.58,14.29,16.63333333,14.13836249,-124.02,94.20421138
3.53,18.55,15.27,17.23,17.56,16.58,14.29,16.58,14.50460812,-124.02,94.62586556
4.04,18.55,15.59,17.23,17.23,16.9,14.29,16.63166667,14.8236669,-124.02,94.217846
4.54,18.88,16.25,17.23,17.23,16.58,14.61,16.79666667,15.11961686,-124.02,92.52443682
5.05,18.88,15.92,17.56,17.56,16.9,14.61,16.905,15.38742433,-124.02,91.09940653
5.55,18.88,15.59,17.56,17.23,16.9,14.61,16.795,15.59856068,-124.02,92.53595652
6.05,19.54,15.59,17.56,17.56,17.23,14.61,17.015,15.81102658,-124.02,89.67539611
6.56,19.54,15.59,17.56,17.23,16.9,14.61,16.905,15.97512259,-124.02,90.41461747
7.06,19.54,15.92,17.56,16.9,16.9,14.61,16.905,16.11460421,-124.24,89.93479064
7.57,19.87,15.59,17.56,17.23,17.23,14.94,17.07,16.25791357,-124.02,88.0534344
8.07,20.2,15.59,17.89,17.23,17.23,15.27,17.235,16.40447654,-124.02,83.75349374
8.58,20.2,15.59,17.56,17.23,17.23,14.94,17.125,16.51255506,-124.02,86.5296948
9.08,20.2,15.59,17.89,17.23,17.56,15.27,17.29,16.6291718,-124.02,83.37581893
9.59,20.53,15.59,17.56,17.23,17.23,15.27,17.235,16.72004603,-124.02,83.37581893
10.09,20.53,15.59,17.89,17.23,17.56,15.27,17.345,16.81378912,-124.02,79.65711271
10.6,20.53,15.92,17.89,17.23,17.56,15.27,17.4,16.90172076,-124.02,88.9428708
11.11,20.86,15.92,17.89,17.23,17.56,15.27,17.455,16.98471264,-124.02,86.73733002
