0,22.52,22.52,22.52,22.19,22.86,22.52,100
0,22.86,22.86,22.52,22.52,21.53,22.52,100
1,23.19,22.52,22.86,22.86,23.86,22.52,100
1,23.86,22.52,22.86,22.52,21.86,22.52,100
2,24.53,22.52,22.86,22.86,22.86,22.86,100
2,25.53,22.52,22.86,22.19,23.19,23.19,100
3,26.2,22.52,23.19,22.52,22.52,23.52,100
3,27.21,22.52,23.52,22.52,22.86,23.86,100
4,27.88,22.52,23.86,22.52,24.19,24.19,100
4,28.56,22.52,24.19,22.52,23.52,24.53,100
5,29.57,22.86,24.53,22.52,26.2,25.2,100
5,29.91,22.19,24.53,22.52,24.53,25.53,100
6,30.93,22.52,25.2,22.52,25.53,26.2,100
6,31.27,22.86,25.87,22.86,26.87,26.54,100
7,32.29,22.52,25.87,22.52,27.55,27.21,100
7,32.98,22.86,26.2,22.52,26.54,27.55,100
8,33.32,22.52,26.54,22.52,26.2,27.88,100
8,34.0,22.52,26.87,22.52,26.2,28.56,100
9,34.34,22.52,27.55,22.52,27.88,28.56,100
9,35.37,22.86,27.55,22.52,28.9,29.24,100
10,35.72,22.52,28.22,22.52,27.21,29.57,100
10,36.4,22.52,28.56,22.52,28.22,29.91,100
11,36.75,22.86,28.9,22.86,28.56,30.59,100
11,37.09,22.52,29.24,22.52,29.91,30.93,100
12,37.78,22.52,29.57,22.52,30.59,31.27,100
12,38.13,22.52,29.57,22.52,30.25,31.27,100
13,38.82,22.86,30.25,22.52,29.57,32.29,100
13,39.17,22.52,30.25,22.86,30.25,32.63,100
14,39.51,22.52,30.59,22.86,30.25,32.98,100
14,40.21,22.86,31.27,22.86,32.29,32.98,100
15,40.21,22.86,31.61,22.52,30.93,33.66,100
15,40.9,22.86,31.95,22.86,31.61,34.0,100
16,41.25,22.52,31.95,22.86,33.32,34.34,100
16,41.6,22.86,32.29,22.86,31.95,34.69,100
17,42.3,22.86,32.63,22.86,33.32,35.03,100
17,42.65,22.52,32.98,22.86,34.0,35.37,100
18,43.0,22.52,33.32,22.52,32.29,35.72,100
18,43.35,22.86,33.66,22.86,32.29,36.06,100
19,43.7,22.86,33.66,22.86,35.03,36.4,100
19,43.7,22.86,34.0,22.86,34.69,36.75,100
20,44.4,22.86,34.69,22.86,35.37,37.09,100
20,44.75,22.86,34.69,22.86,34.34,37.44,100
21,45.1,22.86,35.03,22.86,35.72,37.78,100
21,45.45,22.86,35.37,22.86,34.34,38.13,100
22,45.81,22.86,35.72,22.86,34.34,38.13,100
22,46.51,22.86,36.06,22.86,35.03,38.82,100
23,46.51,22.86,36.4,23.19,37.09,39.17,100
23,46.86,22.86,36.4,22.86,35.72,39.17,100
24,47.22,22.86,36.75,23.19,35.72,39.51,100
24,47.57,23.19,37.09,23.19,36.4,39.86,100
25,47.93,22.86,37.09,22.86,36.06,40.21,100
25,48.63,22.86,37.78,23.19,37.78,40.56,0.0
26,48.63,22.86,37.78,22.86,36.4,40.9,0.0
26,48.28,23.19,37.78,23.19,36.4,40.9,0.0
27,48.28,22.86,38.13,23.19,39.17,40.9,0.0
27,47.93,23.19,38.13,22.86,37.44,41.25,0.0
28,47.57,23.19,38.48,23.19,37.78,41.25,0.0
28,47.22,23.19,38.48,23.19,37.44,40.9,0.0
29,46.86,23.19,38.48,23.19,36.75,40.9,0.0
29,46.51,23.19,38.48,23.19,37.78,40.9,0.0
30,46.16,23.19,38.13,23.19,37.44,40.9,0.0
30,45.45,23.19,38.13,23.52,36.4,40.56,0.0
31,45.45,23.19,38.13,23.19,38.13,40.56,0.0
31,45.1,23.19,38.48,23.52,37.78,40.56,0.0
32,44.4,23.19,37.78,23.52,36.4,40.21,0.0
32,44.4,23.19,37.78,23.52,36.06,40.21,0.0
33,44.05,23.52,37.78,23.52,37.09,39.86,0.0
33,43.7,23.19,37.78,23.86,37.09,39.86,0.0
34,43.35,23.52,37.44,23.86,37.44,39.51,0.0
34,43.0,23.52,37.44,23.86,36.75,39.51,0.0
35,43.0,23.19,37.44,23.86,36.06,39.17,0.0
35,42.65,23.52,37.09,23.86,37.78,39.17,0.0
36,42.65,23.52,37.44,23.86,36.75,38.82,0.0
36,41.95,23.19,37.09,23.86,35.37,38.82,0.0
37,41.95,23.52,37.09,23.86,35.37,38.82,0.0
37,41.95,23.52,37.09,24.19,35.37,38.48,0.0
38,41.25,23.52,36.75,24.19,36.06,38.48,0.0
38,41.25,23.52,36.75,24.19,36.06,38.13,0.0
39,41.25,23.86,36.75,24.19,35.72,38.13,0.0
39,40.9,23.86,36.75,24.19,35.72,37.78,0.0
40,40.56,23.52,36.4,24.19,36.4,37.44,0.0
40,40.56,23.52,36.4,24.19,35.37,37.78,100
41,40.21,23.86,36.06,24.19,36.06,37.44,100
41,40.9,23.86,36.4,24.19,34.69,37.44,100
42,41.25,24.19,36.4,24.19,36.75,37.78,100
42,41.95,23.86,36.4,24.19,36.75,37.44,100
43,41.95,23.52,36.4,24.53,37.09,37.44,100
43,43.0,24.19,36.4,24.53,35.03,38.13,100
44,43.35,24.19,36.75,24.53,36.06,38.13,100
44,44.05,24.19,37.09,24.53,35.37,38.13,100
45,44.75,24.19,37.09,24.86,37.09,38.82,100
