0.0,25.53,25.2,25.2,25.53,25.2,25.53,25.365,15.613785270450755,100
0.5,25.87,25.2,25.2,25.87,25.53,25.53,25.53333333333333,17.101717479883142,100
1.01,26.54,25.53,25.2,25.87,25.2,25.87,25.701666666666668,18.39170985790067,100
1.52,26.87,25.53,25.2,25.87,25.2,25.87,25.75666666666667,19.496453379215566,100
2.02,27.55,25.2,25.53,25.87,25.53,26.2,25.98,20.468985372333233,100
2.53,28.56,25.2,25.87,26.2,25.2,26.54,26.261666666666667,21.337887566483243,100
3.03,29.24,25.2,26.54,26.54,25.53,26.87,26.653333333333332,22.135204431510758,100
3.54,29.91,24.86,26.87,26.54,25.2,27.21,26.765,22.829673766784143,100
4.04,30.93,25.53,27.21,26.87,25.2,27.55,27.215000000000003,23.48747270176652,100
4.56,31.61,25.2,27.55,27.21,25.53,27.88,27.496666666666666,24.08885179650154,100
5.06,32.29,24.86,28.22,27.55,25.2,28.22,27.723333333333333,24.63402402702631,100
5.57,32.98,24.86,28.56,27.88,25.53,28.56,28.061666666666667,25.14817042297236,100
6.07,33.66,24.86,28.9,28.22,25.2,28.9,28.289999999999996,25.619444859526507,100
6.58,34.34,24.86,29.24,28.9,25.2,29.57,28.685,26.07927813059753,100
7.08,35.37,25.2,29.57,28.9,25.2,29.91,29.024999999999995,26.521136411007898,100
7.59,35.72,25.2,30.25,29.24,25.2,30.59,29.366666666666664,26.947965949356707,100
8.09,36.4,25.53,30.25,29.91,25.53,30.93,29.758333333333336,27.369521056953204,100
8.6,36.75,25.2,30.93,29.91,25.2,31.27,29.876666666666665,27.745592898410223,100
9.11,37.44,25.2,31.27,30.25,25.53,31.61,30.21666666666667,28.11625396364869,100
9.62,38.13,24.86,31.61,30.59,25.53,31.95,30.444999999999997,28.465565869101383,100
10.12,38.48,25.2,31.95,30.93,25.2,32.29,30.674999999999997,28.796980988736173,100
10.63,38.82,24.86,32.63,31.27,25.53,32.98,31.015,29.12968384042575,100
11.13,39.51,24.86,32.98,31.61,25.2,33.32,31.24666666666666,29.447231264361882,100
11.64,40.21,24.86,33.32,31.95,25.2,33.66,31.533333333333328,29.760146574707598,100
12.14,40.56,24.86,33.66,32.63,25.2,34.34,31.875,30.077374588501456,100
12.65,41.25,24.86,34.0,32.63,25.53,34.34,32.10166666666667,30.381018400226235,100
13.16,41.25,25.2,34.34,33.32,25.2,34.69,32.333333333333336,30.6738656401923,100
13.66,41.95,24.86,34.69,33.32,25.53,35.37,32.62,30.965785794163455,100
