0,23.31,22.64,23.64,22.64,22.98,22.64,73.06,0
1,24.31,22.98,23.64,22.98,23.64,22.98,73.598,100
2,25.31,22.64,23.98,22.31,23.31,23.64,73.598,100
3,26.66,22.98,24.31,23.64,24.31,24.31,74.136,100
4,27.33,22.98,25.31,23.64,24.31,24.64,74.136,100
5,28.0,23.31,25.31,22.31,24.64,25.31,75.212,100
6,28.68,23.31,25.99,23.64,25.31,25.99,75.75,100
7,29.69,22.98,26.32,22.64,25.31,26.66,74.674,100
8,30.03,22.98,26.99,22.98,25.31,26.99,69.294,100
9,30.71,22.98,27.33,23.31,26.32,27.33,66.604,100
10,31.39,23.31,27.67,22.64,27.33,28.0,64.451,100
11,32.07,23.31,28.0,22.98,26.66,28.34,62.3,100
12,32.07,22.98,28.34,23.31,26.66,29.02,62.3,100
13,32.75,22.98,29.02,23.31,26.99,29.02,63.376,100
14,33.1,22.98,29.02,23.64,27.67,29.36,63.376,100
15,33.44,23.31,29.36,23.31,29.02,30.03,63.376,100
16,34.46,23.31,29.69,22.64,28.68,30.37,63.376,100
17,34.46,23.31,30.37,23.64,29.36,30.71,63.376,100
18,34.81,23.31,30.71,24.31,28.68,31.05,64.451,100
19,35.15,23.31,30.71,23.31,30.03,31.39,64.451,100
20,35.84,23.64,31.39,23.31,31.05,31.73,63.376,100
21,35.84,23.64,31.73,24.31,30.03,32.07,62.838,100
22,36.52,23.64,31.73,23.31,30.71,32.41,62.3,100
23,36.87,23.64,32.41,24.31,30.71,32.41,62.3,100
24,37.21,23.64,32.41,23.31,31.73,33.1,63.376,100
25,37.21,23.64,32.75,24.31,31.73,33.44,67.679,100
26,37.9,23.64,33.1,23.64,32.07,33.44,70.908,100
