0,22.19,22.19,22.52,22.52,23.19,22.52,47.236,0
1,23.19,22.86,22.86,22.86,22.86,22.86,46.16,100
2,24.19,22.52,22.86,22.52,22.86,23.52,46.16,100
3,25.2,22.52,23.19,22.86,22.86,23.86,45.622,100
4,26.2,22.52,23.86,22.86,23.86,24.53,46.16,100
5,26.87,22.52,24.53,22.86,24.86,25.2,45.622,100
6,27.55,22.52,24.86,22.86,24.53,25.53,46.16,100
7,28.56,22.52,25.2,22.86,25.2,26.54,46.16,100
8,28.9,22.52,25.53,22.86,26.54,26.87,46.16,100
9,29.57,22.52,26.2,22.52,26.54,27.21,46.16,100
10,29.91,22.52,26.87,23.19,26.87,27.88,46.16,100
11,30.59,22.52,27.21,22.86,27.21,28.22,45.622,100
12,30.93,22.52,27.21,22.86,28.22,28.9,46.16,100
13,31.61,22.86,27.88,23.19,27.88,28.9,46.16,100
14,31.95,22.52,27.88,22.86,28.9,29.24,46.16,100
15,32.63,22.52,28.22,23.19,29.24,29.57,46.16,100
16,32.98,22.86,28.9,23.19,28.22,29.91,46.16,100
17,33.32,22.86,29.24,23.19,28.9,30.59,45.622,100
18,33.66,22.86,29.57,23.19,29.57,30.93,45.622,100
19,34.34,22.86,29.91,22.86,29.57,31.27,46.16,100
20,34.34,22.86,30.25,23.19,30.25,31.27,46.16,100
21,35.03,22.86,30.59,23.52,29.57,31.95,46.16,100
22,35.03,22.86,30.93,23.52,30.59,32.29,46.16,100
23,35.72,23.19,31.27,23.52,30.93,32.29,46.16,100
24,35.72,23.19,31.27,23.52,31.27,32.63,46.16,100
25,36.06,23.19,31.61,23.52,31.27,32.98,46.16,100
26,36.4,23.19,31.95,23.52,32.29,33.32,46.16,100
27,36.75,23.52,32.29,23.86,32.29,33.66,46.16,100
28,37.09,23.52,32.29,23.86,31.27,34.0,46.16,100
29,37.44,23.52,32.63,23.86,33.32,34.0,45.622,100
30,37.78,23.52,32.98,24.19,32.63,34.34,45.622,100
31,37.78,23.52,32.98,24.19,32.98,34.69,47.236,100
32,38.13,23.52,33.32,24.53,33.32,34.69,46.16,100
33,38.48,23.86,33.66,24.53,33.32,35.03,46.16,100
34,38.48,23.86,34.0,24.53,32.63,35.37,45.622,100
35,38.82,23.86,33.66,24.19,33.66,35.37,46.16,100
36,39.17,24.19,34.34,24.86,34.69,35.72,45.622,100
37,39.51,24.19,34.34,24.86,34.69,36.06,45.622,100
38,39.51,24.19,34.69,25.2,34.69,36.06,46.16,100
39,39.86,24.53,34.69,24.86,35.37,36.4,46.16,100
40,40.21,24.53,35.03,25.2,35.03,36.75,46.16,100
41,40.21,24.53,35.03,25.53,34.0,36.75,46.16,100
42,40.21,24.53,35.37,25.53,34.34,36.75,45.622,100
43,40.56,24.53,35.37,25.53,35.37,37.09,46.16,100
44,40.9,24.86,35.72,25.53,36.06,37.44,46.16,100
45,41.25,24.86,35.72,25.53,36.06,37.44,45.622,100
46,41.25,24.86,36.06,25.87,35.37,37.44,46.16,100
47,41.25,24.86,36.4,25.87,36.06,37.78,46.16,100
48,41.6,25.2,36.4,25.87,37.09,37.78,46.16,100
49,41.95,25.2,36.75,26.54,35.37,37.78,46.16,100
50,41.95,25.53,37.09,26.2,36.75,38.13,46.16,100
51,41.95,25.2,36.75,26.2,35.72,38.48,45.622,100
52,42.3,25.53,37.09,26.54,37.78,38.48,46.16,100
53,42.65,25.53,37.09,26.87,37.09,38.82,46.16,100
54,42.65,25.53,37.44,26.87,36.4,38.82,46.16,100
55,42.65,25.87,37.44,26.87,38.13,39.17,46.16,100
56,42.3,26.2,37.78,26.87,36.4,38.82,46.16,0.0
57,41.6,26.2,37.44,27.21,37.78,38.48,46.16,0.0
58,40.56,26.2,37.09,26.87,35.72,38.13,46.16,0.0
59,39.86,26.2,36.75,27.55,36.75,37.78,46.16,0.0
60,39.51,26.54,36.4,27.55,36.4,37.44,46.16,0.0
61,38.82,26.54,36.06,27.55,34.69,37.09,46.16,0.0
62,38.48,26.54,35.72,27.88,36.06,36.4,45.622,0.0
63,37.78,26.54,35.72,27.55,36.06,36.06,46.16,0.0
64,37.44,26.87,35.37,27.88,35.03,35.72,46.16,0.0
65,37.09,26.54,35.03,27.88,35.03,35.37,46.16,0.0
66,37.09,26.87,34.69,27.88,35.37,35.03,46.16,100
67,37.78,26.87,35.03,27.88,34.34,35.37,46.16,100
68,38.13,26.87,35.03,28.22,34.34,35.72,46.16,100
69,39.17,27.21,35.37,28.22,34.69,36.06,46.16,100
70,39.51,26.87,35.72,28.22,35.37,36.4,46.16,100
71,39.86,27.21,35.72,28.56,36.4,36.75,46.16,100
72,40.21,27.21,36.06,28.22,36.4,37.09,46.16,100
73,40.56,27.21,36.06,28.22,36.06,37.09,46.16,100
74,40.9,27.21,36.4,28.56,35.72,37.44,46.16,100
75,40.9,27.21,36.4,28.56,37.09,37.78,46.16,100
76,41.25,27.55,36.75,28.56,37.44,38.13,46.16,100
77,41.6,27.21,37.09,28.22,36.75,38.13,46.16,100
78,41.95,27.21,37.09,28.56,36.4,38.48,46.16,100
79,41.95,27.55,37.44,28.56,37.78,38.48,46.16,100
80,41.6,27.55,37.09,28.56,36.06,38.48,47.236,0.0
81,40.9,27.55,37.09,28.56,36.06,38.13,46.16,0.0
82,40.21,27.88,37.09,28.56,35.72,37.78,46.698,0.0
83,39.17,27.55,36.75,28.56,36.06,37.44,46.16,0.0
84,38.82,27.88,36.4,28.9,36.06,37.09,46.16,0.0
85,38.48,27.55,36.06,28.9,35.72,36.75,46.16,0.0
86,38.13,27.88,35.72,29.24,35.37,36.4,46.16,0.0
87,37.44,27.88,35.37,28.9,34.0,36.06,46.16,0.0
88,36.75,27.88,35.03,28.9,34.34,35.72,47.236,0.0
89,36.4,27.88,34.69,29.24,34.0,35.03,46.698,0.0
90,36.75,27.88,34.69,29.24,35.37,35.03,46.16,100
91,37.44,27.88,35.03,29.24,34.0,35.37,46.16,100
92,38.13,28.22,35.03,29.24,34.0,35.72,46.16,100
93,38.48,27.88,35.37,29.24,36.06,36.06,46.16,100
94,39.17,27.88,35.37,29.24,35.72,36.4,46.16,100
95,39.86,28.22,35.72,29.24,35.37,36.75,46.698,100
96,39.86,28.22,36.06,29.24,36.75,37.09,46.16,100
97,40.21,28.22,36.06,29.24,36.4,37.44,46.698,100
98,40.56,28.22,36.4,29.57,36.75,37.44,46.698,100
99,41.25,28.22,36.75,29.24,36.4,37.78,46.16,100
100,41.25,28.22,37.09,29.24,36.75,38.13,46.16,100
101,40.9,28.22,36.75,29.24,35.72,38.13,46.16,0.0
102,40.21,28.22,36.75,29.24,36.06,37.78,45.622,0.0
103,39.51,28.22,36.4,29.57,36.06,37.44,46.16,0.0
104,39.17,28.22,36.4,29.57,36.06,37.09,46.16,0.0
105,38.48,28.22,36.06,29.24,35.03,36.75,46.16,0.0
106,37.78,28.22,35.72,29.57,35.72,36.06,46.698,0.0
107,37.78,28.22,35.37,29.57,35.72,35.72,46.16,0.0
108,37.09,28.22,35.03,29.57,33.66,35.37,46.16,0.0
109,36.4,28.22,34.69,29.57,34.34,35.03,46.16,0.0
110,36.06,28.22,34.34,29.57,34.34,34.69,47.236,0.0
111,36.75,28.22,34.34,29.57,34.69,34.69,46.16,100
112,37.09,28.56,34.69,29.91,35.03,34.69,47.236,100
