0,25.53,25.53,25.53,24.86,25.53,24.86,25.2,25.29142857,15.56849733,99.99985106
0.5,25.87,25.53,25.53,25.2,25.87,25.2,25.2,25.48571429,17.05607988,99.99978033
1.01,26.54,25.53,25.53,25.2,25.87,25.2,25.53,25.62857143,18.34195361,99.98078694
1.51,26.87,26.2,25.53,25.2,25.87,25.53,25.53,25.81857143,19.46344628,99.97445282
2.02,27.88,26.2,25.87,25.2,25.87,25.53,25.87,26.06,20.45292934,99.99952828
2.52,28.56,26.2,25.87,25.2,25.87,25.87,25.87,26.20571429,21.31584708,99.99935316
3.03,29.24,26.2,26.2,24.86,25.53,25.87,26.2,26.3,22.06347002,99.99919972
3.53,30.59,25.53,26.54,25.2,25.87,26.54,26.54,26.68714286,22.75702095,99.99842712
4.04,31.61,25.53,26.87,24.86,25.87,26.54,26.87,26.87857143,23.37525352,99.99763505
4.54,31.95,25.87,26.87,24.86,25.87,26.87,27.55,27.12,23.93696549,99.99634628
5.04,32.98,25.87,27.21,25.2,25.87,27.21,27.55,27.41285714,24.45834924,99.99405737
5.55,33.66,25.53,27.55,24.86,25.87,27.21,28.22,27.55714286,24.92316828,99.99104581
6.05,34.69,25.87,28.22,25.2,25.87,27.88,28.56,28.04142857,25.39090732,99.97962823
6.56,35.37,25.53,28.56,25.2,25.53,28.22,29.24,28.23571429,25.81762837,99.9692408
7.06,36.06,25.87,28.56,25.2,25.53,28.56,29.57,28.47857143,26.21676983,99.94875087
7.57,37.09,25.2,28.9,24.86,25.53,28.9,29.91,28.62714286,26.57832578,99.93117805
8.07,37.78,25.53,29.57,25.2,25.87,28.9,30.25,29.01428571,26.94371977,99.84343028
8.58,38.48,25.53,29.91,25.2,25.87,29.57,30.93,29.35571429,27.30551895,99.71242774
9.08,39.17,25.87,30.25,25.2,25.87,29.91,31.27,29.64857143,27.65697682,99.49728246
9.59,39.51,25.87,30.25,25.2,25.87,30.25,31.61,29.79428571,27.97757315,99.32738267
10.09,39.86,25.87,30.93,25.2,25.87,30.25,31.95,29.99,28.27943718,98.90981077
10.6,40.56,25.87,31.27,25.2,25.53,30.59,32.29,30.18714286,28.56559303,98.2731104
11.1,40.9,25.87,31.61,25.2,25.87,31.27,32.63,30.47857143,28.85253979,96.94645955
11.61,41.6,26.2,31.95,24.86,25.53,31.27,32.98,30.62714286,29.11873025,95.93845269
12.11,42.3,25.87,31.95,25.2,25.87,31.61,33.66,30.92285714,29.38934929,93.21828761
12.62,42.65,25.87,32.29,25.2,25.87,31.61,34,31.07,29.64144689,98.8390547
13.12,43,26.2,32.98,25.2,25.87,32.29,34.69,31.46142857,29.91444414,82.75798587
13.62,43.35,26.2,32.98,24.86,25.87,32.63,34.34,31.46142857,30.14649181,96.97250183
14.13,44.4,25.87,33.32,25.2,25.87,32.98,35.37,31.85857143,30.40330375,94.9483388
14.63,44.75,25.53,33.66,25.2,25.87,33.32,35.03,31.90857143,30.6290939,96.21535074
15.14,45.1,26.2,34,25.2,25.87,33.32,35.72,32.20142857,30.8649441,87.78117805
15.64,45.1,25.53,34.34,24.86,25.87,33.32,35.72,32.10571429,31.05105963,91.29473139
16.14,45.81,26.2,34.34,25.2,25.87,34,36.75,32.59571429,31.28275783,86.69448177
16.65,45.81,25.87,34.69,25.2,25.53,34.34,36.75,32.59857143,31.48012987,81.23355925
17.15,46.51,26.2,35.03,25.53,25.87,34.69,37.09,32.98857143,31.7063961,73.26155948
17.66,46.86,25.53,35.37,25.53,25.87,34.69,37.44,33.04142857,31.90665097,64.89651987
18.16,47.22,25.53,35.72,25.53,25.87,35.03,37.78,33.24,32.10665333,54.9497623
18.67,47.22,25.53,36.06,25.53,25.87,35.03,38.13,33.33857143,32.29144104,45.58089821
19.18,47.57,26.2,36.06,25.2,25.53,35.37,38.13,33.43714286,32.46329631,36.6295465
19.68,47.57,26.2,36.4,25.2,25.87,35.72,38.48,33.63428571,32.63894472,28.66433852
20.19,47.57,25.87,36.75,25.53,25.87,35.72,38.82,33.73285714,32.80303159,22.13400807
20.69,47.57,25.87,36.75,25.53,25.87,35.72,38.82,33.73285714,32.94250542,17.37214698
21.2,47.22,25.87,37.09,25.53,26.2,35.72,38.82,33.77857143,33.06791532,13.78193393
21.7,47.22,25.87,35.37,25.87,25.87,36.06,39.17,33.63285714,33.15265659,11.42083599
22.21,46.86,26.2,37.44,25.87,25.87,36.06,39.17,33.92428571,33.26840096,9.07825467
22.71,46.86,25.53,37.09,25.53,25.87,36.06,38.82,33.68,33.33014082,7.824287918
23.22,46.51,26.2,37.44,25.87,25.87,36.06,39.17,33.87428571,33.41176255,6.589037109
23.73,46.16,25.87,37.09,25.53,25.87,36.06,38.82,33.62857143,33.44428388,6.049717683
24.23,45.81,26.2,37.09,25.87,25.87,35.72,38.82,33.62571429,33.47149844,5.512506051
24.74,45.81,26.2,37.44,25.87,26.2,36.06,39.17,33.82142857,33.52398796,4.968679791
25.24,45.1,25.2,37.09,25.53,25.87,36.06,38.48,33.33285714,33.49531834,5.099798963
25.74,45.1,25.87,37.44,25.87,25.87,36.06,38.82,33.57571429,33.50737773,5.052968196
26.25,44.75,25.53,37.44,25.87,26.2,36.06,38.82,33.52428571,33.50991393,5.087105257
26.75,44.05,26.2,37.09,25.87,26.2,36.06,38.48,33.42142857,33.49664113,5.178806958
27.26,44.4,26.2,37.44,26.2,26.2,35.72,38.13,33.47,33.49264496,5.407857572
27.76,44.05,25.87,37.09,25.53,25.87,35.72,38.13,33.18,33.44574821,5.898402891
28.27,44.05,25.87,37.44,25.87,26.2,36.06,38.13,33.37428571,33.43502884,6.141992508
